Value,
31.5625,
30.3125,
22.5,
19.6875,
11.25,
9.6875,
11.5625,
29.6875,
19.0625,
15.3125,
39.6875,
37.1875,
23.4375,
22.1875,
29.0625,
31.875,
16.875,
10.3125,
20.625,
22.5,
22.1875,
17.8125,
25.3125,
18.125,
25.625,
20.625,
18.125,
12.1875,
16.875,
10,
21.25,
36.875,
34.375,
22.1875,
20,
22.8125,
25.9375,
19.0625,
13.125,
26.25,
19.375,
13.125,
32.8125,
30.3125,
15.3125,
15.625,
17.5,
15.3125,
25,
31.25,
26.5625,
13.125,
32.1875,
36.875,
18.125,
27.8125,
30.3125,
12.8125,
16.25,
22.8125,
17.1875,
14.375,
17.8125,
31.875,
31.875,
37.1875,
31.875,
19.375,
23.125,
17.1875,
12.8125,
20,
20,
39.375,
27.5,
25.9375,
15.9375,
27.1875,
24.6875,
13.75,
25,
26.25,
24.6875,
19.375,
24.6875,
28.4375,
13.75,
15,
41.5625,
40.9375,
38.75,
31.5625,
32.1875,
27.1875,
25.9375,
17.1875,
20,
38.4375,
24.375,
33.75,
33.125,
15.9375,
34.0625,
30,
34.6875,
37.5,
17.5,
24.0625,
26.5625,
13.75,
28.4375,
25.3125,
27.1875,
23.125,
30.3125,
28.75,
28.75,
20.3125,
30.3125,
30.3125,
34.0625,
28.4375,
22.8125,
30.625,
27.1875,
30,
30.3125,
24.0625,
17.8125,
32.5,
32.1875,
22.8125,
26.875,
19.375,
20.9375,
20.625,
22.8125,
23.125,
20.3125,
23.4375,
17.5,
25.625,
27.5,
23.125,
19.6875,
20,
18.4375,
14.0625,
16.25,
18.4375,
17.8125,
20.3125,
26.25,
27.8125,
28.4375,
24.0625,
18.125,
17.8125,
14.375,
12.8125,
12.8125,
12.1875,
11.5625,
12.1875,
12.1875,
11.5625,
10.9375,
14.6875,
14.0625,
11.875,
13.75,
13.4375,
13.4375,
12.8125,
14.0625,
12.5,
14.0625,
14.0625,
14.0625,
14.0625,
14.0625,
13.4375,
12.8125,
12.8125,
12.8125,
12.1875,
12.1875,
12.1875,
12.1875,
12.8125,
12.8125,
12.8125,
13.4375,
13.4375,
13.4375,
13.4375,
13.4375,
13.4375,
13.4375,
12.8125,
12.1875,
12.1875,
11.5625,
11.5625,
11.5625,
11.5625,
11.5625,
12.1875,
11.5625,
11.5625,
11.5625,
11.5625,
11.5625,
11.5625,
11.5625,
11.5625,
11.5625,
11.5625,
11.5625,
11.5625,
11.5625,
11.5625,
11.5625,
11.5625,
11.5625,
11.5625,
11.5625,
11.5625,
11.5625,
11.5625,
11.5625,
11.5625,
11.5625,
11.5625,
11.5625,
11.5625,
11.5625,
11.5625,
11.5625,
11.5625,
11.5625,
11.5625,
11.5625,
11.5625,
11.5625,
11.5625,
11.5625,
11.5625,
11.5625,
11.5625,
11.5625,
11.5625,
11.5625,
11.5625,
11.5625,
11.5625,
11.5625,
11.5625,
11.5625,
11.5625,
11.5625,
11.5625,
11.5625,
11.5625,
11.5625,
11.5625,
11.5625,
11.5625,
11.5625,
11.5625,
11.5625,
11.5625,
11.5625,
11.5625,
